front,back,Fdown,Bdown,code
859,468,-19,,
812,395,-19,,
954,203,-19,,
956,34,-19,,
961,6,-19,,
962,0,-19,,
943,0,-19,,
936,0,-19,,
856,0,-19,,
863,0,-19,,
963,0,-19,,
951,0,-19,,
879,0,-19,,
0,0,,,
944,8,-19,,
764,0,-19,,
57,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
474,0,,,
474,667,,-20,
474,772,,-20,
474,777,,-20,
474,811,,-20,
474,862,,-20,
474,877,,-20,
474,881,,-20,
474,882,,-20,
474,886,,-20,
474,887,,-20,
474,887,,-20,
474,887,,-20,
474,883,,-20,
474,874,,-20,
474,863,,-20,
474,851,,-20,
474,831,,-20,
474,835,,-20,
474,837,,-20,
474,783,,-20,
474,705,,-20,
474,623,,-20,
474,531,,-20,
474,421,,-20,
474,320,,-20,
474,365,,-20,
474,410,,-20,
474,462,,-20,
474,509,,-20,
474,514,,-20,
474,501,,-20,
474,493,,-20,
474,536,,-20,
474,556,,-20,
474,555,,-20,
474,534,,-20,
474,535,,-20,
474,541,,-20,
474,533,,-20,
474,582,,-20,
474,676,,-20,
474,754,,-20,
474,799,,-20,
474,805,,-20,
474,822,,-20,
474,850,,-20,
474,867,,-20,
474,874,,-20,
474,879,,-20,
474,890,,-20,
474,897,,-20,
474,902,,-20,
474,903,,-20,
474,904,,-20,
474,906,,-20,
474,907,,-20,
474,905,,-20,
474,902,,-20,
474,898,,-20,
474,890,,-20,
474,876,,-20,
474,833,,-20,
474,698,,-20,
474,625,,-20,
474,592,,-20,
474,567,,-20,
474,538,,-20,
474,528,,-20,
474,522,,-20,
474,540,,-20,
474,570,,-20,
474,578,,-20,
474,648,,-20,
474,593,,-20,
474,553,,-20,
474,576,,-20,
474,613,,-20,
474,691,,-20,
474,716,,-20,
474,730,,-20,
474,592,,-20,
474,558,,-20,
474,564,,-20,
474,568,,-20,
474,513,,-20,
474,472,,-20,
474,478,,-20,
474,482,,-20,
474,513,,-20,
474,454,,-20,
474,443,,-20,
474,439,,-20,
474,436,,-20,
474,444,,-20,
474,447,,-20,
474,450,,-20,
474,456,,-20,
474,454,,-20,
474,472,,-20,
474,499,,-20,
474,514,,-20,
474,525,,-20,
474,527,,-20,
474,524,,-20,
474,522,,-20,
474,517,,-20,
474,564,,-20,
474,615,,-20,
474,693,,-20,
474,670,,-20,
474,637,,-20,
474,577,,-20,
474,518,,-20,
474,521,,-20,
474,535,,-20,
474,546,,-20,
474,565,,-20,
474,600,,-20,
474,682,,-20,
474,733,,-20,
474,747,,-20,
474,767,,-20,
474,784,,-20,
474,771,,-20,
474,702,,-20,
474,666,,-20,
474,592,,-20,
474,512,,-20,
474,502,,-20,
474,545,,-20,
474,606,,-20,
474,681,,-20,
474,708,,-20,
474,575,,-20,
474,410,,-20,
474,404,,-20,
474,389,,-20,
474,215,,-20,
474,425,,-20,
474,544,,-20,
474,771,,-20,
474,831,,-20,
474,848,,-20,
474,860,,-20,
474,871,,-20,
474,879,,-20,
474,882,,-20,
474,880,,-20,
474,879,,-20,
474,879,,-20,
474,878,,-20,
474,876,,-20,
474,875,,-20,
474,878,,-20,
474,880,,-20,
474,882,,-20,
474,883,,-20,
474,884,,-20,
474,885,,-20,
474,886,,-20,
474,888,,-20,
474,888,,-20,
474,890,,-20,
474,891,,-20,
474,890,,-20,
474,890,,-20,
474,889,,-20,
474,888,,-20,
474,889,,-20,
474,890,,-20,
474,890,,-20,
474,890,,-20,
474,890,,-20,
474,891,,-20,
474,892,,-20,
474,890,,-20,
474,890,,-20,
474,892,,-20,
474,893,,-20,
474,894,,-20,
474,895,,-20,
474,896,,-20,
474,894,,-20,
474,894,,-20,
474,895,,-20,
474,895,,-20,
474,894,,-20,
474,888,,-20,
474,878,,-20,
474,875,,-20,
474,875,,-20,
474,859,,-20,
474,841,,-20,
474,821,,-20,
474,805,,-20,
474,797,,-20,
474,795,,-20,
474,790,,-20,
474,791,,-20,
474,790,,-20,
474,791,,-20,
474,792,,-20,
474,792,,-20,
474,794,,-20,
474,797,,-20,
474,799,,-20,
474,797,,-20,
474,771,,-20,
474,686,,-20,
474,579,,-20,
474,562,,-20,
474,546,,-20,
474,550,,-20,
474,556,,-20,
474,560,,-20,
474,561,,-20,
474,564,,-20,
474,564,,-20,
474,537,,-20,
474,537,,-20,
474,661,,-20,
474,725,,-20,
474,745,,-20,
474,767,,-20,
474,800,,-20,
474,823,,-20,
474,834,,-20,
474,844,,-20,
474,856,,-20,
474,869,,-20,
474,879,,-20,
474,884,,-20,
474,888,,-20,
474,894,,-20,
474,905,,-20,
474,912,,-20,
474,913,,-20,
474,915,,-20,
474,917,,-20,
474,918,,-20,
474,917,,-20,
474,908,,-20,
474,906,,-20,
474,906,,-20,
474,907,,-20,
474,905,,-20,
474,852,,-20,
474,819,,-20,
474,791,,-20,
474,729,,-20,
474,673,,-20,
474,654,,-20,
474,597,,-20,
474,590,,-20,
474,608,,-20,
474,867,,-20,
474,868,,-20,
474,867,,-20,
474,846,,-20,
474,825,,-20,
474,809,,-20,
474,799,,-20,
474,791,,-20,
474,795,,-20,
474,795,,-20,
474,792,,-20,
474,827,,-20,
474,851,,-20,
474,849,,-20,
474,789,,-20,
474,704,,-20,
474,677,,-20,
474,643,,-20,
474,582,,-20,
474,647,,-20,
474,670,,-20,
474,701,,-20,
474,745,,-20,
474,795,,-20,
474,840,,-20,
474,838,,-20,
474,842,,-20,
474,844,,-20,
474,842,,-20,
474,831,,-20,
474,833,,-20,
474,841,,-20,
474,849,,-20,
474,854,,-20,
474,853,,-20,
474,846,,-20,
474,840,,-20,
474,835,,-20,
474,825,,-20,
474,823,,-20,
474,826,,-20,
474,829,,-20,
474,834,,-20,
474,836,,-20,
474,839,,-20,
474,845,,-20,
474,857,,-20,
474,869,,-20,
474,877,,-20,
474,882,,-20,
474,887,,-20,
474,887,,-20,
474,881,,-20,
474,865,,-20,
474,844,,-20,
474,843,,-20,
474,849,,-20,
474,849,,-20,
474,847,,-20,
474,846,,-20,
474,847,,-20,
474,847,,-20,
474,848,,-20,
474,848,,-20,
474,847,,-20,
474,840,,-20,
474,828,,-20,
474,816,,-20,
474,814,,-20,
474,816,,-20,
474,826,,-20,
474,840,,-20,
474,860,,-20,
474,876,,-20,
474,882,,-20,
474,886,,-20,
474,889,,-20,
474,890,,-20,
474,887,,-20,
474,884,,-20,
474,876,,-20,
474,865,,-20,
474,860,,-20,
474,861,,-20,
474,866,,-20,
474,868,,-20,
474,867,,-20,
474,867,,-20,
474,866,,-20,
474,865,,-20,
474,865,,-20,
474,867,,-20,
474,868,,-20,
474,868,,-20,
474,868,,-20,
474,865,,-20,
474,851,,-20,
474,826,,-20,
474,800,,-20,
474,774,,-20,
474,744,,-20,
474,718,,-20,
474,709,,-20,
474,695,,-20,
474,673,,-20,
474,615,,-20,
474,600,,-20,
474,604,,-20,
474,593,,-20,
474,561,,-20,
474,542,,-20,
474,544,,-20,
474,525,,-20,
474,526,,-20,
474,521,,-20,
474,498,,-20,
474,471,,-20,
474,475,,-20,
474,483,,-20,
474,465,,-20,
474,512,,-20,
474,529,,-20,
474,560,,-20,
474,592,,-20,
474,617,,-20,
474,640,,-20,
474,657,,-20,
474,768,,-20,
474,784,,-20,
474,779,,-20,
474,779,,-20,
474,773,,-20,
474,772,,-20,
474,767,,-20,
474,771,,-20,
474,777,,-20,
474,780,,-20,
474,780,,-20,
474,780,,-20,
474,783,,-20,
474,789,,-20,
474,797,,-20,
474,808,,-20,
474,821,,-20,
474,829,,-20,
474,835,,-20,
474,842,,-20,
474,848,,-20,
474,858,,-20,
474,865,,-20,
474,870,,-20,
474,875,,-20,
474,879,,-20,
474,882,,-20,
474,886,,-20,
474,890,,-20,
474,894,,-20,
474,898,,-20,
474,899,,-20,
474,899,,-20,
474,897,,-20,
474,895,,-20,
474,892,,-20,
474,888,,-20,
474,886,,-20,
474,886,,-20,
474,884,,-20,
474,877,,-20,
474,865,,-20,
474,852,,-20,
474,838,,-20,
474,833,,-20,
474,836,,-20,
474,842,,-20,
474,850,,-20,
474,859,,-20,
474,867,,-20,
474,874,,-20,
474,879,,-20,
474,880,,-20,
474,879,,-20,
474,877,,-20,
474,875,,-20,
474,875,,-20,
474,877,,-20,
474,878,,-20,
474,883,,-20,
474,886,,-20,
474,890,,-20,
474,894,,-20,
474,898,,-20,
474,900,,-20,
474,903,,-20,
474,904,,-20,
474,905,,-20,
474,907,,-20,
474,910,,-20,
474,910,,-20,
474,911,,-20,
474,909,,-20,
474,901,,-20,
474,892,,-20,
474,880,,-20,
474,867,,-20,
474,850,,-20,
474,831,,-20,
474,817,,-20,
474,812,,-20,
474,806,,-20,
474,798,,-20,
474,794,,-20,
474,796,,-20,
474,797,,-20,
474,803,,-20,
474,809,,-20,
474,810,,-20,
474,808,,-20,
474,807,,-20,
474,807,,-20,
474,806,,-20,
474,804,,-20,
474,806,,-20,
474,810,,-20,
474,815,,-20,
474,821,,-20,
474,821,,-20,
474,815,,-20,
474,813,,-20,
474,814,,-20,
474,816,,-20,
474,819,,-20,
474,822,,-20,
474,828,,-20,
474,836,,-20,
474,840,,-20,
474,849,,-20,
474,876,,-20,
474,895,,-20,
474,902,,-20,
474,908,,-20,
474,908,,-20,
474,913,,-20,
474,915,,-20,
474,916,,-20,
474,916,,-20,
474,913,,-20,
474,909,,-20,
474,879,,-20,
474,775,,-20,
474,648,,-20,
474,569,,-20,
474,571,,-20,
474,594,,-20,
474,581,,-20,
474,563,,-20,
474,538,,-20,
474,547,,-20,
474,521,,-20,
474,528,,-20,
474,534,,-20,
474,545,,-20,
474,549,,-20,
474,550,,-20,
474,557,,-20,
474,561,,-20,
474,565,,-20,
474,564,,-20,
474,566,,-20,
474,573,,-20,
474,574,,-20,
474,582,,-20,
474,587,,-20,
474,597,,-20,
474,611,,-20,
474,625,,-20,
474,632,,-20,
474,630,,-20,
474,631,,-20,
474,632,,-20,
474,634,,-20,
474,619,,-20,
474,613,,-20,
474,630,,-20,
474,642,,-20,
474,658,,-20,
474,661,,-20,
474,666,,-20,
474,669,,-20,
474,674,,-20,
474,680,,-20,
474,685,,-20,
474,688,,-20,
474,692,,-20,
474,691,,-20,
474,700,,-20,
474,703,,-20,
474,691,,-20,
474,639,,-20,
474,576,,-20,
474,531,,-20,
474,553,,-20,
474,562,,-20,
474,569,,-20,
474,550,,-20,
474,561,,-20,
474,679,,-20,
474,658,,-20,
474,660,,-20,
474,669,,-20,
474,684,,-20,
474,690,,-20,
474,690,,-20,
474,693,,-20,
474,709,,-20,
474,735,,-20,
474,756,,-20,
474,778,,-20,
474,782,,-20,
474,785,,-20,
474,794,,-20,
474,814,,-20,
474,831,,-20,
474,838,,-20,
474,839,,-20,
474,840,,-20,
474,842,,-20,
474,847,,-20,
474,849,,-20,
474,849,,-20,
474,847,,-20,
474,846,,-20,
474,838,,-20,
474,816,,-20,
474,799,,-20,
474,795,,-20,
474,777,,-20,
474,758,,-20,
474,744,,-20,
474,741,,-20,
474,744,,-20,
474,740,,-20,
474,729,,-20,
474,733,,-20,
474,745,,-20,
474,766,,-20,
474,796,,-20,
474,826,,-20,
474,836,,-20,
474,844,,-20,
474,847,,-20,
474,850,,-20,
474,852,,-20,
474,850,,-20,
474,848,,-20,
474,851,,-20,
474,853,,-20,
474,849,,-20,
474,835,,-20,
474,814,,-20,
474,818,,-20,
474,830,,-20,
474,840,,-20,
474,844,,-20,
474,836,,-20,
474,826,,-20,
474,824,,-20,
474,827,,-20,
474,832,,-20,
474,831,,-20,
474,826,,-20,
474,828,,-20,
474,828,,-20,
474,811,,-20,
474,779,,-20,
474,705,,-20,
474,617,,-20,
474,555,,-20,
474,553,,-20,
474,529,,-20,
474,437,,-20,
830,111,-19,,
0,0,,,
766,0,-19,,
816,135,-19,,
707,400,-19,,
508,361,-19,,
404,164,-19,,
531,87,-19,,
0,12,,,
568,3,,,
603,0,-19,,
580,0,-19,,
577,0,-19,,
535,0,-19,,
505,0,-19,,
0,0,,,
292,116,,,
71,435,,,
0,429,,,
34,345,,,
880,0,-19,,
950,0,-19,,
946,0,-19,,
917,0,-19,,
814,0,-19,,
885,0,-19,,
0,0,,,
801,0,-19,,
722,0,-19,,
868,0,-19,,
894,0,-19,,
907,0,-19,,
900,0,-19,,
881,0,-19,,
871,0,-19,,
871,0,-19,,
867,0,-19,,
795,0,-19,,
697,0,-19,,
881,0,-19,,
893,0,-19,,
886,0,-19,,
774,0,-19,,
915,0,-19,,
907,0,-19,,
857,0,-19,,
696,0,-19,,
0,0,,,
0,0,,,
0,59,,,
0,144,,,
838,289,-19,,1
0,111,,,
748,0,-19,,
328,37,-19,,
253,89,-19,,
222,95,-19,,
216,126,-19,,
225,134,-19,,
388,0,-19,,
843,0,-19,,
0,293,,,
0,515,,-20,
0,809,,-20,
0,866,,-20,
0,894,,-20,
0,901,,-20,
0,907,,-20,
0,914,,-20,
0,916,,-20,
0,917,,-20,
0,914,,-20,
0,894,,-20,
0,847,,-20,
0,785,,-20,
0,771,,-20,
0,753,,-20,
0,750,,-20,
0,768,,-20,
0,771,,-20,
0,726,,-20,
0,700,,-20,
0,670,,-20,
0,609,,-20,
0,607,,-20,
0,589,,-20,
0,575,,-20,
0,523,,-20,
0,429,,-20,
0,362,,-20,
0,343,,-20,
0,365,,-20,
0,427,,-20,
0,467,,-20,
0,441,,-20,
0,493,,-20,
0,524,,-20,
0,534,,-20,
0,548,,-20,
0,479,,-20,
0,583,,-20,
0,598,,-20,
0,625,,-20,
0,742,,-20,
0,800,,-20,
0,824,,-20,
0,866,,-20,
0,879,,-20,
0,888,,-20,
0,896,,-20,
0,903,,-20,
0,907,,-20,
0,910,,-20,
0,911,,-20,
0,912,,-20,
0,913,,-20,
0,913,,-20,
0,910,,-20,
0,907,,-20,
0,906,,-20,
0,905,,-20,
0,904,,-20,
0,902,,-20,
0,898,,-20,
0,888,,-20,
0,891,,-20,
0,896,,-20,
0,896,,-20,
0,889,,-20,
0,881,,-20,
0,877,,-20,
0,876,,-20,
0,876,,-20,
0,879,,-20,
0,886,,-20,
0,890,,-20,
0,891,,-20,
0,891,,-20,
0,892,,-20,
0,896,,-20,
0,900,,-20,
0,903,,-20,
0,904,,-20,
0,904,,-20,
0,905,,-20,
0,906,,-20,
0,909,,-20,
0,912,,-20,
0,915,,-20,
0,914,,-20,
0,914,,-20,
0,913,,-20,
0,912,,-20,
0,912,,-20,
0,913,,-20,
0,913,,-20,
0,912,,-20,
0,910,,-20,
0,904,,-20,
0,897,,-20,
0,887,,-20,
0,876,,-20,
0,860,,-20,
0,846,,-20,
0,835,,-20,
0,827,,-20,
0,816,,-20,
0,805,,-20,
0,806,,-20,
0,823,,-20,
0,847,,-20,
0,859,,-20,
0,868,,-20,
0,873,,-20,
0,875,,-20,
0,876,,-20,
0,877,,-20,
0,874,,-20,
0,868,,-20,
0,859,,-20,
0,838,,-20,
0,786,,-20,
0,742,,-20,
0,730,,-20,
0,739,,-20,
0,763,,-20,
0,793,,-20,
0,815,,-20,
0,834,,-20,
0,877,,-20,
0,899,,-20,
0,901,,-20,
0,900,,-20,
0,900,,-20,
0,901,,-20,
0,902,,-20,
0,902,,-20,
0,902,,-20,
0,901,,-20,
0,898,,-20,
0,894,,-20,
0,894,,-20,
0,897,,-20,
0,899,,-20,
0,894,,-20,
0,886,,-20,
0,877,,-20,
0,877,,-20,
0,877,,-20,
0,877,,-20,
0,873,,-20,
0,863,,-20,
0,865,,-20,
0,871,,-20,
0,868,,-20,
0,860,,-20,
0,854,,-20,
0,858,,-20,
0,865,,-20,
0,869,,-20,
0,870,,-20,
0,866,,-20,
0,861,,-20,
0,859,,-20,
0,856,,-20,
0,853,,-20,
0,856,,-20,
0,858,,-20,
0,863,,-20,
0,869,,-20,
0,877,,-20,
0,883,,-20,
0,885,,-20,
0,886,,-20,
0,885,,-20,
0,888,,-20,
0,887,,-20,
0,886,,-20,
0,883,,-20,
0,880,,-20,
0,878,,-20,
0,874,,-20,
0,866,,-20,
0,860,,-20,
0,851,,-20,
0,834,,-20,
0,824,,-20,
0,817,,-20,
0,803,,-20,
0,786,,-20,
0,771,,-20,
0,769,,-20,
0,772,,-20,
0,776,,-20,
0,780,,-20,
0,791,,-20,
0,804,,-20,
0,823,,-20,
0,835,,-20,
0,842,,-20,
0,843,,-20,
0,842,,-20,
0,840,,-20,
0,835,,-20,
0,830,,-20,
0,827,,-20,
0,825,,-20,
0,825,,-20,
0,830,,-20,
0,834,,-20,
0,836,,-20,
0,838,,-20,
0,841,,-20,
0,845,,-20,
0,848,,-20,
0,850,,-20,
0,851,,-20,
0,851,,-20,
0,850,,-20,
0,849,,-20,
0,848,,-20,
0,846,,-20,
0,844,,-20,
0,841,,-20,
0,837,,-20,
0,832,,-20,
0,826,,-20,
0,823,,-20,
0,822,,-20,
0,820,,-20,
0,820,,-20,
0,820,,-20,
0,820,,-20,
0,820,,-20,
0,820,,-20,
0,820,,-20,
0,818,,-20,
0,814,,-20,
0,808,,-20,
0,807,,-20,
0,811,,-20,
0,815,,-20,
0,818,,-20,
0,822,,-20,
0,823,,-20,
0,823,,-20,
0,826,,-20,
0,828,,-20,
0,828,,-20,
0,827,,-20,
0,826,,-20,
0,827,,-20,
0,826,,-20,
0,825,,-20,
0,823,,-20,
0,821,,-20,
0,819,,-20,
0,817,,-20,
0,817,,-20,
0,819,,-20,
0,819,,-20,
0,816,,-20,
0,817,,-20,
0,829,,-20,
0,850,,-20,
0,858,,-20,
0,858,,-20,
0,856,,-20,
0,864,,-20,
0,862,,-20,
0,864,,-20,
0,860,,-20,
0,809,,-20,
0,735,,-20,
0,677,,-20,
0,557,,-20,
0,558,,-20,
0,553,,-20,
0,622,,-20,
0,675,,-20,
0,698,,-20,
0,697,,-20,
0,731,,-20,
0,760,,-20,
0,790,,-20,
0,816,,-20,
0,830,,-20,
0,840,,-20,
0,844,,-20,
0,850,,-20,
0,850,,-20,
0,849,,-20,
0,847,,-20,
0,845,,-20,
0,840,,-20,
0,831,,-20,
0,822,,-20,
0,800,,-20,
0,755,,-20,
0,731,,-20,
0,686,,-20,
0,623,,-20,
0,580,,-20,
0,527,,-20,
0,487,,-20,
0,472,,-20,
0,469,,-20,
0,494,,-20,
0,585,,-20,
0,753,,-20,
0,762,,-20,
0,735,,-20,
0,751,,-20,
0,757,,-20,
0,761,,-20,
0,765,,-20,
0,762,,-20,
0,764,,-20,
0,766,,-20,
0,758,,-20,
0,733,,-20,
0,670,,-20,
0,651,,-20,
0,625,,-20,
0,614,,-20,
0,598,,-20,
0,577,,-20,
0,564,,-20,
0,543,,-20,
0,522,,-20,
0,525,,-20,
0,531,,-20,
0,529,,-20,
0,532,,-20,
0,531,,-20,
0,530,,-20,
0,531,,-20,
0,532,,-20,
0,534,,-20,
0,537,,-20,
0,538,,-20,
0,539,,-20,
0,538,,-20,
0,526,,-20,
0,457,,-20,
0,419,,-20,
0,412,,-20,
0,393,,-20,
0,385,,-20,
0,360,,-20,
0,441,,-20,
0,449,,-20,
0,791,,-20,
0,759,,-20,
0,793,,-20,
0,823,,-20,
0,847,,-20,
0,869,,-20,
0,882,,-20,
0,886,,-20,
0,887,,-20,
0,887,,-20,
0,888,,-20,
0,890,,-20,
0,890,,-20,
0,889,,-20,
0,883,,-20,
0,876,,-20,
0,869,,-20,
0,863,,-20,
0,859,,-20,
0,857,,-20,
0,856,,-20,
0,855,,-20,
0,856,,-20,
0,857,,-20,
0,859,,-20,
0,861,,-20,
0,862,,-20,
0,865,,-20,
0,870,,-20,
0,875,,-20,
0,879,,-20,
0,881,,-20,
0,882,,-20,
0,884,,-20,
0,887,,-20,
0,891,,-20,
0,894,,-20,
0,898,,-20,
0,900,,-20,
0,903,,-20,
0,904,,-20,
0,905,,-20,
0,906,,-20,
0,908,,-20,
0,908,,-20,
0,907,,-20,
0,900,,-20,
0,872,,-20,
0,862,,-20,
0,816,,-20,
0,707,,-20,
0,593,,-20,
0,570,,-20,
0,575,,-20,
0,573,,-20,
0,543,,-20,
0,489,,-20,
0,530,,-20,
0,689,,-20,
0,812,,-20,
0,850,,-20,
0,866,,-20,
0,874,,-20,
0,877,,-20,
0,882,,-20,
0,888,,-20,
0,900,,-20,
0,906,,-20,
0,906,,-20,
0,904,,-20,
0,903,,-20,
0,904,,-20,
0,905,,-20,
0,908,,-20,
0,914,,-20,
0,918,,-20,
0,918,,-20,
0,917,,-20,
0,918,,-20,
0,919,,-20,
0,920,,-20,
0,920,,-20,
0,920,,-20,
0,920,,-20,
0,922,,-20,
0,918,,-20,
0,914,,-20,
0,911,,-20,
0,903,,-20,
0,892,,-20,
0,887,,-20,
0,891,,-20,
0,906,,-20,
0,924,,-20,
0,915,,-20,
0,876,,-20,
0,812,,-20,
0,775,,-20,
0,717,,-20,
0,628,,-20,
0,607,,-20,
0,640,,-20,
0,694,,-20,
0,727,,-20,
0,750,,-20,
0,787,,-20,
0,819,,-20,
0,856,,-20,
0,871,,-20,
0,874,,-20,
0,875,,-20,
0,878,,-20,
0,881,,-20,
0,876,,-20,
0,858,,-20,
0,840,,-20,
0,822,,-20,
0,797,,-20,
0,782,,-20,
0,794,,-20,
0,807,,-20,
0,808,,-20,
0,784,,-20,
0,779,,-20,
0,791,,-20,
0,811,,-20,
0,819,,-20,
0,838,,-20,
0,843,,-20,
0,840,,-20,
0,836,,-20,
0,837,,-20,
0,842,,-20,
0,852,,-20,
0,858,,-20,
0,858,,-20,
0,853,,-20,
0,859,,-20,
0,872,,-20,
0,876,,-20,
0,872,,-20,
0,861,,-20,
0,851,,-20,
0,843,,-20,
0,837,,-20,
0,826,,-20,
0,807,,-20,
0,795,,-20,
0,797,,-20,
0,803,,-20,
0,812,,-20,
0,822,,-20,
0,831,,-20,
0,839,,-20,
0,848,,-20,
0,861,,-20,
0,869,,-20,
0,877,,-20,
0,884,,-20,
0,899,,-20,
0,906,,-20,
0,902,,-20,
0,884,,-20,
0,871,,-20,
0,864,,-20,
0,852,,-20,
0,753,,-20,
0,670,,-20,
0,603,,-20,
0,565,,-20,
0,508,,-20,
0,447,,-20,
0,424,,-20,
0,425,,-20,
0,447,,-20,
0,455,,-20,
0,455,,-20,
0,444,,-20,
0,429,,-20,
0,417,,-20,
0,419,,-20,
0,369,,-20,
0,343,,-20,
0,312,,-20,
0,304,,-20,
0,297,,-20,
0,284,,-20,
0,272,,-20,
0,253,,-20,
0,230,,-20,
0,169,,-20,
0,144,,,
0,130,,,
0,109,,,
730,69,-19,,
610,86,-19,,
0,80,,,
852,75,-19,,
813,33,-19,,
856,12,-19,,
0,6,,,
911,7,-19,,
946,4,-19,,
946,5,-19,,
948,5,-19,,
918,4,-19,,
875,0,-19,,
950,0,-19,,
954,0,-19,,
942,0,-19,,
955,0,-19,,
957,0,-19,,
956,0,-19,,
956,0,-19,,
953,0,-19,,
953,0,-19,,
947,0,-19,,
862,0,-19,,
931,0,-19,,
933,0,-19,,
936,0,-19,,
934,0,-19,,
932,0,-19,,
927,0,-19,,
919,0,-19,,
918,0,-19,,
919,0,-19,,
922,0,-19,,
929,0,-19,,
941,0,-19,,
943,0,-19,,
943,0,-19,,
847,0,-19,,
787,0,-19,,
950,0,-19,,
942,0,-19,,
945,0,-19,,
946,0,-19,,
948,0,-19,,
948,0,-19,,
947,0,-19,,
946,0,-19,,
947,0,-19,,
946,0,-19,,
947,0,-19,,
946,0,-19,,
862,0,-19,,
917,0,-19,,
949,0,-19,,
918,0,-19,,
906,0,-19,,
910,0,-19,,
912,0,-19,,2
913,0,-19,,
914,0,-19,,
915,0,-19,,
942,0,-19,,
945,0,-19,,
946,0,-19,,
947,0,-19,,
947,0,-19,,
948,0,-19,,
949,0,-19,,
953,0,-19,,
958,0,-19,,
953,0,-19,,
964,0,-19,,
951,0,-19,,
936,0,-19,,
968,0,-19,,
963,0,-19,,
787,0,-19,,
957,0,-19,,
952,0,-19,,
949,0,-19,,
934,0,-19,,
916,0,-19,,
928,0,-19,,
720,0,-19,,
939,0,-19,,
894,0,-19,,
939,0,-19,,
0,0,,,
0,0,,,
0,0,,,
953,0,-19,,
602,0,-19,,
923,0,-19,,
947,0,-19,,
899,0,-19,,
0,0,,,
594,0,-19,,
0,65,,,
0,639,,-20,
0,619,,-20,
0,619,,-20,
0,650,,-20,
0,690,,-20,
0,681,,-20,
0,665,,-20,
0,595,,-20,
0,455,,-20,
0,377,,-20,
0,327,,-20,
0,338,,-20,
0,338,,-20,
0,517,,-20,
0,560,,-20,
0,535,,-20,
0,551,,-20,
0,583,,-20,
0,560,,-20,
0,516,,-20,
0,525,,-20,
0,534,,-20,
0,549,,-20,
0,560,,-20,
0,540,,-20,
0,501,,-20,
0,541,,-20,
0,588,,-20,
0,604,,-20,
0,594,,-20,
0,593,,-20,
0,596,,-20,
0,591,,-20,
0,595,,-20,
0,606,,-20,
0,663,,-20,
0,692,,-20,
0,704,,-20,
0,720,,-20,
0,708,,-20,
0,665,,-20,
0,584,,-20,
0,564,,-20,
0,751,,-20,
0,855,,-20,
0,860,,-20,
0,853,,-20,
0,864,,-20,
0,879,,-20,
0,887,,-20,
0,891,,-20,
0,890,,-20,
0,889,,-20,
0,892,,-20,
0,894,,-20,
0,890,,-20,
0,887,,-20,
0,882,,-20,
0,877,,-20,
0,873,,-20,
0,871,,-20,
0,869,,-20,
0,870,,-20,
0,871,,-20,
0,874,,-20,
0,878,,-20,
0,881,,-20,
0,881,,-20,
0,882,,-20,
0,882,,-20,
0,884,,-20,
0,886,,-20,
0,886,,-20,
0,886,,-20,
0,886,,-20,
0,888,,-20,
0,891,,-20,
0,893,,-20,
0,895,,-20,
0,896,,-20,
0,897,,-20,
0,898,,-20,
0,899,,-20,
0,901,,-20,
0,904,,-20,
0,907,,-20,
0,910,,-20,
0,912,,-20,
0,912,,-20,
0,911,,-20,
0,910,,-20,
0,897,,-20,
0,854,,-20,
0,755,,-20,
0,694,,-20,
0,625,,-20,
0,556,,-20,
0,452,,-20,
0,346,,-20,
0,290,,-20,
0,264,,-20,
0,171,,-20,
701,109,-19,,
783,65,-19,,
791,15,-19,,
798,10,-19,,
800,7,-19,,
789,8,-19,,
760,4,-19,,
768,1,-19,,
760,0,-19,,
765,0,-19,,
777,2,-19,,
772,2,-19,,
774,2,-19,,
767,4,-19,,
751,5,-19,,
627,3,-19,,
494,25,-19,,
640,50,-19,,
672,54,-19,,
741,24,-19,,
763,11,-19,,
790,5,-19,,
819,0,-19,,
848,1,-19,,
869,7,-19,,
879,6,-19,,
882,8,-19,,
883,7,-19,,
883,7,-19,,
882,0,-19,,
875,0,-19,,
862,0,-19,,
218,0,-19,,
726,17,-19,,
876,67,-19,,
839,60,-19,,
784,58,-19,,
858,57,-19,,
849,86,-19,,
254,109,-19,,
707,135,-19,,
851,187,-19,,
842,251,-19,,
775,296,-19,,
804,340,-19,,
739,388,-19,,
739,436,-19,,
739,502,-19,-20,
739,560,-19,-20,
739,601,-19,-20,
739,728,-19,-20,
739,761,-19,-20,
739,793,-19,-20,
739,809,-19,-20,
739,814,-19,-20,
739,817,-19,-20,
739,821,-19,-20,
739,829,-19,-20,
739,846,-19,-20,
739,859,-19,-20,
739,862,-19,-20,
739,864,-19,-20,
739,864,-19,-20,
739,865,-19,-20,
739,866,-19,-20,
739,869,-19,-20,
739,876,-19,-20,
739,877,-19,-20,
739,878,-19,-20,
739,880,-19,-20,
739,881,-19,-20,
739,881,-19,-20,
739,879,-19,-20,
739,876,-19,-20,
739,873,-19,-20,
739,872,-19,-20,
739,873,-19,-20,
739,874,-19,-20,
739,874,-19,-20,
739,877,-19,-20,
739,878,-19,-20,
739,879,-19,-20,
739,880,-19,-20,
739,882,-19,-20,
739,883,-19,-20,
739,883,-19,-20,
739,882,-19,-20,
